movieId,title,letters,year,imdbId
45192,"Nibelungen: Siegfried, Die","nibelungen:siegfried,die",1924,tt0015175
45194,"Nibelungen: Kriemhild's Revenge, Die (Die Nibelungen: Kriemhilds Rache)","nibelungen:kriemhild'srevenge,die(dienibelungen:kriemhildsrache)",1924,tt0015174
45208,RV,rv,2006,tt0449089
45210,United 93,united93,2006,tt0475276
45221,Stick It,stickit,2006,tt0430634
45224,Secret Beyond the Door,secretbeyondthedoor,1948,tt0040766
45259,Man Push Cart,manpushcart,2005,tt0464105
45303,The World (Shijie),theworld(shijie),2004,tt0423176
45329,Soldier Blue,soldierblue,1970,tt0066390
45335,Footlight Parade,footlightparade,1933,tt0024028
45361,"American Haunting, An","americanhaunting,an",2005,tt0429573
45382,Down in the Valley,downinthevalley,2005,tt0398027
45412,The Hidden Blade (Kakushi ken oni no tsume),thehiddenblade(kakushikenoninotsume),2004,tt0442286
45431,Over the Hedge,overthehedge,2006,tt0327084
45440,Art School Confidential,artschoolconfidential,2006,tt0364955
45442,Poseidon,poseidon,2006,tt0409182
45447,The Da Vinci Code,thedavincicode,2006,tt0382625
45499,X-Men: The Last Stand,x-men:thelaststand,2006,tt0376994
45501,The Break-Up,thebreak-up,2006,tt0452594
45503,Peaceful Warrior,peacefulwarrior,2006,tt0438315
45506,Twelve and Holding,twelveandholding,2005,tt0417385
45508,Wah-Wah,wah-wah,2005,tt0419256
45512,Keeping Up with the Steins,keepingupwiththesteins,2006,tt0415949
45517,Cars,cars,2006,tt0317219
45521,Wassup Rockers,wassuprockers,2005,tt0413466
45525,The Lost City,thelostcity,2005,tt0343996
45527,Standing Still,standingstill,2005,tt0360016
45533,Conspirators of Pleasure (Spiklenci slasti),conspiratorsofpleasure(spiklencislasti),1996,tt0117715
45537,Tall in the Saddle,tallinthesaddle,1944,tt0037343
45550,Beyond a Reasonable Doubt,beyondareasonabledoubt,1956,tt0049006
45578,The Earth Is a Sinful Song (Maa on syntinen laulu),theearthisasinfulsong(maaonsyntinenlaulu),1973,tt0071786
45581,Shanghai Dreams (Qing hong),shanghaidreams(qinghong),2005,tt0456658
45611,Vera Cruz,veracruz,1954,tt0047647
45635,The Notorious Bettie Page,thenotoriousbettiepage,2005,tt0404802
45642,Parting Glances,partingglances,1986,tt0091725
45648,Game 6,game6,2005,tt0425055
45652,American Gun,americangun,2005,tt0416471
45656,Marilyn Hotchkiss' Ballroom Dancing & Charm School,marilynhotchkiss'ballroomdancing&charmschool,2005,tt0409034
45658,On a Clear Day,onaclearday,2005,tt0410400
45662,The Omen,theomen,2006,tt0466909
45664,The King,theking,2005,tt0396688
45666,Nacho Libre,nacholibre,2006,tt0457510
45668,The Lake House,thelakehouse,2006,tt0410297
45672,Click,click,2006,tt0389860
45679,The Seventh Victim,theseventhvictim,1943,tt0036341
45689,Bleak Moments,bleakmoments,1972,tt0066842
45691,Edvard Munch,edvardmunch,1974,tt0074462
45707,The Ace of Hearts,theaceofhearts,1921,tt0011904
45720,The Devil Wears Prada,thedevilwearsprada,2006,tt0458352
45722,Pirates of the Caribbean: Dead Man's Chest,piratesofthecaribbean:deadman'schest,2006,tt0383574
45726,"You, Me and Dupree","you,meanddupree",2006,tt0463034
45728,Clerks II,clerksii,2006,tt0424345
45730,Lady in the Water,ladyinthewater,2006,tt0452637
45732,My Super Ex-Girlfriend,mysuperex-girlfriend,2006,tt0465624
45756,Tammy and the Bachelor,tammyandthebachelor,1957,tt0051051
45758,Lady on a Train,ladyonatrain,1945,tt0037859
45761,Nightmare Castle,nightmarecastle,1965,tt0060097
45837,Let It Be,letitbe,1970,tt0065976
45845,"Farewell, Home Sweet Home (Adieu, plancher des vaches!)","farewell,homesweethome(adieu,plancherdesvaches!)",1999,tt0205725
45852,See No Evil,seenoevil,2006,tt0437179
45880,Marie Antoinette,marieantoinette,2006,tt0422720
45891,Lady in the Lake,ladyinthelake,1947,tt0039545
45899,Trial of the Road,trialoftheroad,1971,tt0067625
45928,Who Killed the Electric Car?,whokilledtheelectriccar?,2006,tt0489037
45940,"The Miracle of Bern (Wunder von Bern, Das)","themiracleofbern(wundervonbern,das)",2003,tt0326429
45942,"The Mother and the Whore (Maman et la putain, La)","themotherandthewhore(mamanetlaputain,la)",1973,tt0070359
45950,"Inconvenient Truth, An","inconvenienttruth,an",2006,tt0497116
45952,Test Pilot,testpilot,1938,tt0030848
45969,Career Opportunities,careeropportunities,1991,tt0101545
45987,Chuck Berry Hail! Hail! Rock 'n' Roll,chuckberryhail!hail!rock'n'roll,1987,tt0092758
45991,Psych-Out,psych-out,1968,tt0063469
45994,National Lampoon's Cattle Call (Cattle Call),nationallampoon'scattlecall(cattlecall),2006,tt0398839
46008,Sister Kenny,sisterkenny,1946,tt0038948
46034,Mountain Patrol (Kekexili),mountainpatrol(kekexili),2004,tt0386651
46062,High School Musical,highschoolmusical,2006,tt0475293
46065,Ice Bound,icebound,2003,tt0352426
46083,Drawing Restraint 9,drawingrestraint9,2005,tt0446685
46098,Crossing the Bridge: The Sound of Istanbul,crossingthebridge:thesoundofistanbul,2005,tt0459242
46108,Lower City (Cidade Baixa),lowercity(cidadebaixa),2005,tt0456899
46115,Forever Mine,forevermine,1999,tt0179182
46154,The War Within,thewarwithin,2005,tt0414344
46194,Adam & Steve,adam&steve,2005,tt0372122
46199,Beyond the Rocks,beyondtherocks,1922,tt0012938
46201,Bob the Butler,bobthebutler,2005,tt0216584
46231,Stoned,stoned,2005,tt0426627
46258,Marked Woman,markedwoman,1937,tt0029217
46311,Running,running,1979,tt0079832
46318,Blessed Event,blessedevent,1932,tt0022696
46322,Jet Li's Fearless (Huo Yuan Jia),jetli'sfearless(huoyuanjia),2006,tt0446059
46325,Susan Lenox (Her Fall and Rise),susanlenox(herfallandrise),1931,tt0022453
46331,The Adjuster,theadjuster,1991,tt0101273
46335,"The Fast and the Furious: Tokyo Drift (Fast and the Furious 3, The)","thefastandthefurious:tokyodrift(fastandthefurious3,the)",2006,tt0463985
46337,Garfield: A Tail of Two Kitties,garfield:atailoftwokitties,2006,tt0455499
46347,Metal: A Headbanger's Journey,metal:aheadbanger'sjourney,2005,tt0478209
46363,Summer in Berlin (Sommer vorm Balkon),summerinberlin(sommervormbalkon),2005,tt0477877
46367,The Public Eye,thepubliceye,1992,tt0105187
46372,The Bribe,thebribe,1949,tt0041207
46409,Without Love,withoutlove,1945,tt0038256
46430,Waist Deep,waistdeep,2006,tt0456020
46441,The Sheriff and the Satellite Kid,thesheriffandthesatellitekid,1979,tt0079859
46457,Triple Cross,triplecross,1966,tt0061647
46500,Mad Dog Morgan,maddogmorgan,1976,tt0074836
46525,Spite Marriage,spitemarriage,1929,tt0020442
46530,Superman Returns,supermanreturns,2006,tt0348150
46544,Edward II,edwardii,1991,tt0101798
46559,The Road to Guantanamo,theroadtoguantanamo,2006,tt0468094
46561,Leonard Cohen: I'm Your Man,leonardcohen:i'myourman,2005,tt0478197
46572,Edmond,edmond,2005,tt0443496
46574,The OH in Ohio,theohinohio,2006,tt0422861
46578,Little Miss Sunshine,littlemisssunshine,2006,tt0449059
46581,Brothers of the Head,brothersofthehead,2005,tt0432260
46588,Forgiving Dr. Mengele,forgivingdr.mengele,2006,tt0489707
46595,Fuse (Gori vatra),fuse(gorivatra),2003,tt0347105
46604,Curse of the Pink Panther,curseofthepinkpanther,1983,tt0085384
46613,Mimic: Sentinel,mimic:sentinel,2003,tt0330634
46627,Rock 'n' Roll Nightmare,rock'n'rollnightmare,1987,tt0093873
46634,These Girls,thesegirls,2005,tt0439008
46640,Why Does Herr R. Run Amok? (Warum läuft Herr R. Amok?),whydoesherrr.runamok?(warumläuftherrr.amok?),1970,tt0066546
46653,The 300 Spartans,the300spartans,1962,tt0055719
46664,The Fallen Idol,thefallenidol,1948,tt0040338
46713,Desperate,desperate,1947,tt0039313
46716,Knock on Any Door,knockonanydoor,1949,tt0041555
46723,Babel,babel,2006,tt0449467
46748,China Seas,chinaseas,1935,tt0026205
46753,I Walk the Line,iwalktheline,1970,tt0065874
46765,The Girl Can't Help It,thegirlcan'thelpit,1956,tt0049263
46770,Krrish,krrish,2006,tt0432637
46772,Strangers with Candy,strangerswithcandy,2005,tt0369994
46788,Prophecy,prophecy,1979,tt0079758
46790,The Kremlin Letter,thekremlinletter,1970,tt0065950
46803,Young Mr. Lincoln,youngmr.lincoln,1939,tt0032155
46808,Subject Two,subjecttwo,2006,tt0492912
46839,Three Times,threetimes,2005,tt0459666
46848,The Gumball Rally,thegumballrally,1976,tt0074597
46850,Wordplay,wordplay,2006,tt0492506
46855,Army of Shadows (L'armée des ombres),armyofshadows(l'arméedesombres),1969,tt0064040
46862,Orchestra Rehearsal (Prova d'orchestra),orchestrarehearsal(provad'orchestra),1978,tt0079759
46865,Little Man,littleman,2006,tt0430304
46869,Dames,dames,1934,tt0025028
46880,Dancing Lady,dancinglady,1933,tt0023926
46901,The Purple Plain,thepurpleplain,1954,tt0047376
46910,Coonskin,coonskin,1975,tt0071361
46912,Memento Mori (Yeogo goedam II),mementomori(yeogogoedamii),1999,tt0266075
46915,End Game,endgame,2006,tt0415778
46919,End of the Spear,endofthespear,2005,tt0399862
46925,Two for the Seesaw,twofortheseesaw,1962,tt0056626
46929,The Detective,thedetective,1968,tt0062883
46948,Monster House,monsterhouse,2006,tt0385880
46952,Wrong Side Up (Pribehy obycejneho silenstvi),wrongsideup(pribehyobycejnehosilenstvi),2005,tt0408120
46954,Just love me (Tylko mnie kochaj),justloveme(tylkomniekochaj),2006,tt0498199
46957,Combien Tu M'aimes? (How Much Do You Love Me?),combientum'aimes?(howmuchdoyouloveme?),2005,tt0420555
46959,Colour Me Kubrick: A True...ish Story,colourmekubrick:atrue...ishstory,2005,tt0376543
46961,Death of a Bureaucrat (La muerte de un burócrata),deathofabureaucrat(lamuertedeunburócrata),1966,tt0060722
46965,Snakes on a Plane,snakesonaplane,2006,tt0417148
46967,Scoop,scoop,2006,tt0457513
46970,Talladega Nights: The Ballad of Ricky Bobby,talladeganights:theballadofrickybobby,2006,tt0415306
46972,Night at the Museum,nightatthemuseum,2006,tt0477347
46974,World Trade Center,worldtradecenter,2006,tt0469641
46976,Stranger than Fiction,strangerthanfiction,2006,tt0420223
46979,The Valley of Decision,thevalleyofdecision,1945,tt0038213
47005,The Last Angry Man,thelastangryman,1959,tt0052990
47007,The Good Fairy,thegoodfairy,1935,tt0026424
47044,Miami Vice,miamivice,2006,tt0430357
47047,The Groomsmen,thegroomsmen,2006,tt0455958
47049,Shadowboxer,shadowboxer,2005,tt0396857
47054,Each Dawn I Die,eachdawnidie,1939,tt0031260
47063,Loch Ness,lochness,1996,tt0113682
47076,"Good Morning, Night (Buongiorno, notte)","goodmorning,night(buongiorno,notte)",2003,tt0377569
47084,"Live and Become (Va, vis et deviens)","liveandbecome(va,visetdeviens)",2005,tt0388505
47092,On Dangerous Ground,ondangerousground,1952,tt0043879
47099,The Pursuit of Happyness,thepursuitofhappyness,2006,tt0454921
47117,Tears of the Black Tiger (Fah talai jone),tearsoftheblacktiger(fahtalaijone),2000,tt0269217
47122,John Tucker Must Die,johntuckermustdie,2006,tt0455967
47124,The Ant Bully,theantbully,2006,tt0429589
47129,Warning Shadows (Schatten - Eine nächtliche Halluzination),warningshadows(schatten-einenächtlichehalluzination),1923,tt0013579
47131,Leaves from Satan's Book (Blade af Satans bog),leavesfromsatan'sbook(bladeafsatansbog),1921,tt0011000
47135,Michael,michael,1924,tt0015136
47146,Lady Killer,ladykiller,1933,tt0024239
47148,Mrs. Palfrey at the Claremont,mrs.palfreyattheclaremont,2005,tt0421229
47150,The Death of Mr. Lazarescu (Moartea domnului Lazarescu),thedeathofmr.lazarescu(moarteadomnuluilazarescu),2005,tt0456149
47152,Cria Cuervos,criacuervos,1976,tt0074360
47165,Ciao Manhattan (Ciao! Manhattan),ciaomanhattan(ciao!manhattan),1972,tt0068379
47180,"Gas, Inspector Palmu! (Kaasua, komisario Palmu!)","gas,inspectorpalmu!(kaasua,komisariopalmu!)",1961,tt0055038
47196,The Rainmaker,therainmaker,1956,tt0049653
47200,Crank,crank,2006,tt0479884
47202,The Secret Life of Words,thesecretlifeofwords,2005,tt0430576
47221,The Dudesons Movie,thedudesonsmovie,2006,tt0774095
47237,Black Gold,blackgold,2006,tt0492447
47239,The Hurricane,thehurricane,1937,tt0029030
47248,Johnny Was,johnnywas,2006,tt0426501
47250,Played,played,2006,tt0460902
47254,Chaos,chaos,2005,tt0402910
47261,The Night Listener,thenightlistener,2006,tt0448075
47264,Barnyard: The Original Party Animals,barnyard:theoriginalpartyanimals,2006,tt0414853
47274,Murmur of the Heart (Le souffle au coeur),murmuroftheheart(lesouffleaucoeur),1971,tt0067778
47277,They Won't Believe Me,theywon'tbelieveme,1947,tt0039896
47285,The Left Hand of God,thelefthandofgod,1955,tt0048291
47287,Compulsion,compulsion,1959,tt0052700
47306,"Canterbury Tale, A","canterburytale,a",1944,tt0036695
47330,Dirty Mary Crazy Larry,dirtymarycrazylarry,1974,tt0071424
47342,Angels Over Broadway,angelsoverbroadway,1940,tt0032209
47356,Fortress,fortress,1985,tt0091069
47382,Step Up,stepup,2006,tt0462590
47384,Zoom,zoom,2006,tt0383060
47394,"Bon Cop, Bad Cop","boncop,badcop",2006,tt0479647
47397,"Tom, Dick and Harry","tom,dickandharry",1941,tt0034299
47404,Mind Game,mindgame,2004,tt0452039
47423,Half Nelson,halfnelson,2006,tt0468489
47446,"Moustache, La","moustache,la",2005,tt0428856
47452,Wing Chun,wingchun,1994,tt0111800
47455,Executioners (Xian dai hao xia zhuan),executioners(xiandaihaoxiazhuan),1993,tt0108606
47458,Swordsman II,swordsmanii,1992,tt0103295
47460,Peking Opera Blues (Do ma daan),pekingoperablues(domadaan),1986,tt0090952
47465,Tideland,tideland,2005,tt0410764
47477,Good News,goodnews,1947,tt0039431
47482,Thunderbolt (Pik lik feng),thunderbolt(piklikfeng),1995,tt0114126
47484,G Men,gmen,1935,tt0026393
47491,Adam's Apples (Adams æbler),adam'sapples(adamsæbler),2005,tt0418455
47493,Cabin in the Sky,cabininthesky,1943,tt0035703
47501,Tol'able David,tol'abledavid,1921,tt0012763
47503,2:37,2:37,2006,tt0472582
47516,Material Girls,materialgirls,2006,tt0433412
47518,Accepted,accepted,2006,tt0384793
47525,Lie with Me,liewithme,2005,tt0418832
47538,Crime Busters,crimebusters,1977,tt0074442
47561,Shake It (En kort en lang),shakeit(enkortenlang),2001,tt0273719
47566,Born to Kill,borntokill,1947,tt0039211
47571,Heading South (Vers le sud),headingsouth(verslesud),2005,tt0381690
47601,7 Men from Now (Seven Men from Now),7menfromnow(sevenmenfromnow),1956,tt0049743
47606,Captain January,captainjanuary,1936,tt0027421
47610,The Illusionist,theillusionist,2006,tt0443543
47615,Adventures of Don Juan,adventuresofdonjuan,1948,tt0040076
47619,State of the Union,stateoftheunion,1948,tt0040834
47626,San Quentin,sanquentin,1937,tt0029511
47629,The Queen,thequeen,2006,tt0436697
47634,36 Quai des Orfèvres (Department 36),36quaidesorfèvres(department36),2004,tt0390808
47640,Beerfest,beerfest,2006,tt0486551
47642,How to Eat Fried Worms,howtoeatfriedworms,2006,tt0462346
47644,Invincible,invincible,2006,tt0445990
47646,Idlewild,idlewild,2006,tt0417225
47665,"Slight Case of Murder, A","slightcaseofmurder,a",1938,tt0030764
47670,The Syrian Bride,thesyrianbride,2004,tt0423310
47681,"Sorry, Haters","sorry,haters",2005,tt0425600
47701,The Ritz,theritz,1976,tt0075144
47707,My Geisha,mygeisha,1962,tt0056267
47714,Blithe Spirit,blithespirit,1945,tt0038363
47719,The Music Box,themusicbox,1932,tt0023251
47721,"The Red Balloon (Ballon rouge, Le)","theredballoon(ballonrouge,le)",1956,tt0048980
47723,Way Out West,wayoutwest,1937,tt0029747
47725,Angel-A,angel-a,2005,tt0473753
47728,Green for Danger,greenfordanger,1946,tt0038577
47736,"Chump at Oxford, A","chumpatoxford,a",1940,tt0032339
47740,Block-Heads,block-heads,1938,tt0029923
47774,The Icicle Thief (Ladri di saponette),theiciclethief(ladridisaponette),1989,tt0097702
47778,Quinceañera,quinceañera,2006,tt0451176
47793,The Puffy Chair,thepuffychair,2006,tt0436689
47805,Lassie,lassie,2005,tt0431213
47808,Mutual Appreciation,mutualappreciation,2005,tt0446747
47810,The Wicker Man,thewickerman,2006,tt0450345
47815,Crossover,crossover,2006,tt0473024
47830,The Quiet,thequiet,2005,tt0414951
47836,Sketches of Frank Gehry,sketchesoffrankgehry,2005,tt0446784
47868,Ronja Robbersdaughter (Ronja Rövardotter),ronjarobbersdaughter(ronjarövardotter),1984,tt0088015
47894,The Wind That Shakes the Barley,thewindthatshakesthebarley,2006,tt0460989
47902,Blood on the Moon,bloodonthemoon,1948,tt0040175
47904,"Notti bianche, Le (White Nights)","nottibianche,le(whitenights)",1957,tt0050782
47907,Fateless (Sorstalanság),fateless(sorstalanság),2005,tt0367082
47918,The Bravados,thebravados,1958,tt0051433
47927,The Sign of the Cross,thesignofthecross,1932,tt0023470
47931,The Criminal Life of Archibaldo de la Cruz (Ensayo de un crimen),thecriminallifeofarchibaldodelacruz(ensayodeuncrimen),1955,tt0048037
47935,Overlord,overlord,1975,tt0073502
47937,Severance,severance,2006,tt0464196
47940,Time to Leave,timetoleave,2005,tt0417189
47950,Hollywoodland,hollywoodland,2006,tt0427969
47952,The Covenant,thecovenant,2006,tt0475944
47956,Jesse James,jessejames,1939,tt0031507
47962,The Scar (Blizna),thescar(blizna),1976,tt0074220
47970,The Last Kiss,thelastkiss,2006,tt0434139
47972,Gabrielle,gabrielle,2005,tt0435479
47976,Trust the Man,trusttheman,2005,tt0427968
47978,SherryBaby,sherrybaby,2006,tt0423169
47980,Bio Zombie (Sun faa sau si),biozombie(sunfaasausi),1998,tt0277605
47997,Idiocracy,idiocracy,2006,tt0387808
47999,Jesus Camp,jesuscamp,2006,tt0486358
48001,The Bow (Hwal),thebow(hwal),2005,tt0456470
48030,The Crusades,thecrusades,1935,tt0026249
48032,The Tiger and the Snow (La tigre e la neve),thetigerandthesnow(latigreelaneve),2005,tt0419198
48035,Pretty Poison,prettypoison,1968,tt0063456
48043,The Fountain,thefountain,2006,tt0414993
48045,Fear City: A Family-Style Comedy (La cité de la peur),fearcity:afamily-stylecomedy(lacitédelapeur),1994,tt0109440
48049,Assassin (s),assassin(s),1997,tt0118644
48057,Union Pacific,unionpacific,1939,tt0032080
48059,"Boy Named Charlie Brown, A","boynamedcharliebrown,a",1969,tt0064107
48061,Snoopy Come Home,snoopycomehome,1972,tt0069289
48067,"Soldier's Sweetheart, A","soldier'ssweetheart,a",1998,tt0129414
48082,The Science of Sleep (La science des rêves),thescienceofsleep(lasciencedesrêves),2006,tt0354899
48084,City for Conquest,cityforconquest,1940,tt0032342
48093,Initial D (Tau man ji D),initiald(taumanjid),2005,tt0439630
48098,Wicked,wicked,1998,tt0120088
48123,The Long Voyage Home,thelongvoyagehome,1940,tt0032728
48127,Not as a Stranger,notasastranger,1955,tt0048432
48142,The Black Dahlia,theblackdahlia,2006,tt0387877
48159,Everyone's Hero,everyone'shero,2006,tt0430779
48161,Gridiron Gang,gridirongang,2006,tt0421206
48165,The Seventh Continent (Der siebente Kontinent),theseventhcontinent(dersiebentekontinent),1989,tt0098327
48167,Aaltra,aaltra,2004,tt0405629
48177,Wonder Man,wonderman,1945,tt0038260
48193,Lisbon Story,lisbonstory,1994,tt0110361
48198,Streamers,streamers,1983,tt0086377
48214,Land of Plenty (Angst and Alienation in America),landofplenty(angstandalienationinamerica),2004,tt0382357
48229,Lemming,lemming,2005,tt0415932
48231,Taxidermia,taxidermia,2006,tt0410730
48239,Yuva,yuva,2004,tt0382383
48242,Mondo Topless,mondotopless,1966,tt0060712
48262,The Bridge,thebridge,2006,tt0799954
48264,Vixen!,vixen!,1968,tt0063787
48268,Empire Falls,empirefalls,2005,tt0376591
48299,Piccadilly,piccadilly,1929,tt0020269
48301,The Private Life of Henry VIII,theprivatelifeofhenryviii,1933,tt0024473
48304,Apocalypto,apocalypto,2006,tt0472043
48308,Household Saints,householdsaints,1993,tt0107152
48315,Raintree County,raintreecounty,1957,tt0050882
48319,Flyboys,flyboys,2006,tt0454824
48322,Jackass Number Two,jackassnumbertwo,2006,tt0493430
48326,All the King's Men,alltheking'smen,2006,tt0405676
48342,Conversations with Other Women,conversationswithotherwomen,2005,tt0435623
48374,Father Sergius (Otets Sergiy),fathersergius(otetssergiy),1917,tt0008395
48381,"The Assault (Aanslag, De)","theassault(aanslag,de)",1986,tt0090576
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,borat:culturallearningsofamericaformakebenefitgloriousnationofkazakhstan,2006,tt0443453
48389,Iraq for Sale: The War Profiteers,iraqforsale:thewarprofiteers,2006,tt0815181
48394,"Pan's Labyrinth (Laberinto del fauno, El)","pan'slabyrinth(laberintodelfauno,el)",2006,tt0457430
48407,The Conqueror,theconqueror,1956,tt0049092
48412,The Guardian,theguardian,2006,tt0406816
48414,Open Season,openseason,2006,tt0400717
48416,School for Scoundrels,schoolforscoundrels,2006,tt0462519
48458,Sidewalks of London (St. Martin's Lane),sidewalksoflondon(st.martin'slane),1938,tt0030746
48501,G.O.R.A.,g.o.r.a.,2004,tt0384116
48516,The Departed,thedeparted,2006,tt0407887
48518,The Texas Chainsaw Massacre: The Beginning,thetexaschainsawmassacre:thebeginning,2006,tt0420294
48520,Employee of the Month,employeeofthemonth,2006,tt0424993
48522,Stormbreaker (Alex Rider: Operation Stormbreaker),stormbreaker(alexrider:operationstormbreaker),2006,tt0457495
48528,Sirocco,sirocco,1951,tt0044040
48530,"Hawaii, Oslo","hawaii,oslo",2004,tt0427339
48536,Dante's Inferno,dante'sinferno,1935,tt0026262
48543,Antibodies (Antikörper),antibodies(antikörper),2005,tt0337573
48555,Dr. Cyclops,dr.cyclops,1940,tt0032412
48560,Running With Scissors,runningwithscissors,2006,tt0439289
48567,Dillinger,dillinger,1945,tt0037644
48575,Brute Force,bruteforce,1947,tt0039224
48584,Ellie Parker,ellieparker,2005,tt0436262
48591,The Grudge 2,thegrudge2,2006,tt0433386
48593,Man of the Year,manoftheyear,2006,tt0483726
48596,The Marine,themarine,2006,tt0419946
48598,Infamous,infamous,2006,tt0420609
48600,One Night with the King,onenightwiththeking,2006,tt0430431
48626,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,onceinalifetime:theextraordinarystoryofthenewyorkcosmos,2006,tt0489247
48638,Fellini's Casanova (Il Casanova di Federico Fellini),fellini'scasanova(ilcasanovadifedericofellini),1976,tt0074291
48642,The Howards of Virginia,thehowardsofvirginia,1940,tt0032612
48647,"The Last Bolshevik (Tombeau d'Alexandre, Le)","thelastbolshevik(tombeaud'alexandre,le)",1993,tt0105618
48649,Chapayev,chapayev,1934,tt0024966
48660,The Elementary Particles (Elementarteilchen),theelementaryparticles(elementarteilchen),2006,tt0430051
48673,Kummelin jackpot,kummelinjackpot,2006,tt0448909
48678,Feast,feast,2005,tt0426459
48682,Offside,offside,2006,tt0499537
48696,Little Children,littlechildren,2006,tt0404203
48698,Deliver Us from Evil,deliverusfromevil,2006,tt0814075
48700,Marie Antoinette,marieantoinette,1938,tt0030418
48704,F.I.S.T.,f.i.s.t.,1978,tt0077531
48711,Facing the Giants,facingthegiants,2006,tt0805526
48713,Mr. Conservative: Goldwater on Goldwater,mr.conservative:goldwaterongoldwater,2006,tt0835046
48715,Broadway Bill,broadwaybill,1934,tt0024916
48738,The Last King of Scotland,thelastkingofscotland,2006,tt0455590
48741,The U.S. vs. John Lennon,theu.s.vs.johnlennon,2006,tt0478049
48744,Shortbus,shortbus,2006,tt0367027
48770,3 Blind Mice,3blindmice,2003,tt0324952
48774,Children of Men,childrenofmen,2006,tt0206634
48780,The Prestige,theprestige,2006,tt0482571
48783,Flags of Our Fathers,flagsofourfathers,2006,tt0418689
48791,Flicka,flicka,2006,tt0434215
48817,Sleeping Dogs Lie (a.k.a. Stay),sleepingdogslie(a.k.a.stay),2006,tt0492492
48825,9th Company,9thcompany,2005,tt0417397
48833,Jade Warrior (Jadesoturi),jadewarrior(jadesoturi),2006,tt0416871
48851,Spies (Spione),spies(spione),1928,tt0019415
48856,"Guide to Recognizing Your Saints, A","guidetorecognizingyoursaints,a",2006,tt0473488
48863,Azumi 2: Death or Love,azumi2:deathorlove,2005,tt0431641
48872,13 Tzameti,13tzameti,2005,tt0475169
48877,Saw III,sawiii,2006,tt0489270
48879,Catch a Fire,catchafire,2006,tt0437232
48883,Death of a President,deathofapresident,2006,tt0853096
48895,Little Secrets,littlesecrets,2001,tt0296845
48899,"Man of Straw (Untertan, Der)","manofstraw(untertan,der)",1951,tt0044170
48901,Corto Maltese in Siberia (Corto Maltese - La cour secrète des Arcanes),cortomalteseinsiberia(cortomaltese-lacoursecrètedesarcanes),2002,tt0259134
48909,5 Fingers,5fingers,1952,tt0044314
48957,The Charge of the Light Brigade,thechargeofthelightbrigade,1936,tt0027438
48970,Platform (Zhantai),platform(zhantai),2000,tt0258885
48972,Lunacy (Sílení),lunacy(sílení),2006,tt0407236
48982,Flushed Away,flushedaway,2006,tt0424095
48997,Perfume: The Story of a Murderer,perfume:thestoryofamurderer,2006,tt0396171
49007,Arabesque,arabesque,1966,tt0060121
49013,The Santa Clause 3: The Escape Clause,thesantaclause3:theescapeclause,2006,tt0452681
49035,Daddy Long Legs,daddylonglegs,1955,tt0047969
49037,Hi Tessa (Czesc Tereska),hitessa(czesctereska),2001,tt0288491
49050,All the Invisible Children,alltheinvisiblechildren,2005,tt0411098
49060,Ocean Waves (Umi ga kikoeru),oceanwaves(umigakikoeru),1993,tt0108432
49063,Mad Dogs & Englishmen,maddogs&englishmen,1971,tt0067275
49079,Four Daughters,fourdaughters,1938,tt0030149
49082,Arizona,arizona,1940,tt0032221
49085,The Big City (Mahanagar),thebigcity(mahanagar),1963,tt0057277
49098,"The World, the Flesh and the Devil","theworld,thefleshandthedevil",1959,tt0053454
49110,Mom and Dad Save the World,momanddadsavetheworld,1992,tt0104905
49115,The Boynton Beach Bereavement Club,theboyntonbeachbereavementclub,2005,tt0439478
49130,"Good Year, A","goodyear,a",2006,tt0401445
49132,Shut Up & Sing,shutup&sing,2006,tt0811136
49183,Vital,vital,2004,tt0417243
49200,"Foreign Affair, A","foreignaffair,a",1948,tt0040367
49205,The Return,thereturn,2006,tt0433442
49220,For Your Consideration,foryourconsideration,2006,tt0470765
49225,Street Fight,streetfight,2005,tt0457496
49263,Fuck,fuck,2005,tt0486585
49265,Shooting Dogs (a.k.a. Beyond the Gates),shootingdogs(a.k.a.beyondthegates),2005,tt0420901
49272,Casino Royale,casinoroyale,2006,tt0381061
49274,Happy Feet,happyfeet,2006,tt0366548
49276,Let's Go to Prison,let'sgotoprison,2006,tt0454987
49278,Déjà Vu (Deja Vu),déjàvu(dejavu),2006,tt0453467
49280,Bobby,bobby,2006,tt0308055
49282,Deck the Halls,deckthehalls,2006,tt0790604
49284,10 Items or Less,10itemsorless,2006,tt0499603
49286,The Holiday,theholiday,2006,tt0457939
49291,I Wake Up Screaming,iwakeupscreaming,1941,tt0033740
49299,Luna de Avellaneda,lunadeavellaneda,2004,tt0347449
49312,Snow Cake,snowcake,2006,tt0448124
49314,Harsh Times,harshtimes,2006,tt0433387
49330,London to Brighton,londontobrighton,2006,tt0490166
49347,Fast Food Nation,fastfoodnation,2006,tt0460792
49355,"Bête humaine, La","bêtehumaine,la",1938,tt0029957
49359,Celine and Julie Go Boating (Celine et Julie vont en bateau),celineandjuliegoboating(celineetjulievontenbateau),1974,tt0071381
49371,Min and Bill,minandbill,1930,tt0021148
49379,"20,000 Years in Sing Sing","20,000yearsinsingsing",1932,tt0023731
